PromptName,PromptSpeechPrefix,PromptSpeechPostfix,PromptText
press_blue_plus_star,,,Paina sinistä ja *
to_unlock,,,avataksesi näplukko
unlocked,,,Näplukko avattu
power_off,,,Virta pois
error,,,virhe
rx_only,,,Vain Rx
out_of_band,,,Bändial ulkopu
timeout,,,aikakatk
tg_entry,,,Aseta TG
pc_entry,,,Aseta PC
user_dmr_id,,,Käyttäjän D M R ID
contact,,,Kontakti
accept_call,,,Vastaa puheluun?
private_call,,,Priv. puhelu
squelch,,,K.Salpa
quick_menu,,,Pika Menu
filter,,,Suodata
all_channels,,,Kaikki Kanavat
gotoChannel,,,Siirry kanavalle
scan,,,Skannaus
channelToVfo,,,Kanava VFO: ksi
vfoToChannel,,,VFO kanavalle
vfoToNewChannel,,,vfo uudelle kanavalle
group,,,Ryhmä
private,,,Privaatti
all,,,Kaikki
type,,,Tyyppi
timeSlot,,,aikaväliä
none,,,Tyhjä
contact_saved,,,Kontakti tallen.
duplicate,,,kaksoiskappale
tg,,,TG
pc,,,PC
ts,,,TS
mode,,,tila
colour_code,,,värikoodi
n_a,,,ei sovellettavissa
bandwidth,,,Kaistanl
stepFreq,,,taajuusaskel
tot,,,TOT
off,,,Pois
zone_skip,,,ohita vyöhyke
all_skip,,,Skippaa kaik
yes,,,Joo
no,,,Ei
rx_group,,,Rx Ryhmä
on,,,On
timeout_beep,,,aikakatkaisu äänimerkki
list_full,,,Luettelo on täynnä
UNUSED_1,,,
band_limits,,,Bändi Rajoitu
beep_volume,,,äänimerkin voimakkuus
dmr_mic_gain,,,D M R mikrofonin vahvistus
fm_mic_gain,,,F M mikrofonin vahvistus
key_long,,,Näp pitkä
key_repeat,,,Näp toisto
dmr_filter_timeout,,,DMR-suodattimen aikakatkaisu
brightness,,,Kirkkaus
brightness_off,,,Min kirkkaus
contrast,,,Kontrasti
colour_invert,,,Käänteinen
colour_normal,,,Normaali
backlight_timeout,,,taustavalon aikakatkaisu
scan_delay,,,Skann. viive
yes___in_uppercase,,,KYLLÄ
no___in_uppercase,,,EI
DISMISS,,,POISTU
scan_mode,,,skannaustila
hold,,,pitää
pause,,,paussi
empty_list,,,Tyhjä lista
delete_contact_qm,,,Poista kontakti?
contact_deleted,,,Kontakti Poistet
contact_used,,,Kontakti käytöss
in_rx_group,,,on RX ryhmässä
select_tx,,,Valitse TX
edit_contact,,,Muokkaa Kontakti
delete_contact,,,Poista Kontakti
group_call,,,Ryhmä Puhelu
all_call,,,Puhelu kaikille
tone_scan,,,äänenskannaus
low_battery,,,Akku Vähissä !
Auto,,,Automaattinen
manual,,,Manuaali
ptt_toggle,,,PTT Lukko
private_call_handling,,,Käsittele PC
stop,,,Stoppaa
one_line,,,1 rivi
two_lines,,,2 riviä
new_channel,,,uusi kanava
priority_order,,,haun tärkeysjärjestys
dmr_beep,,,D M R piippi
start,,,Alku
both,,,Molemm
vox_threshold,,,VOX Herkk.
vox_tail,,,VOX Viive
audio_prompt,,,Äänitila
silent,,,Hiljainen
UNUSED_2,,,
beep,,,Piippaus
voice_prompt_level_1,,,äänikehote
transmitTalkerAlias,,,Puhujan aliaksen lähetys
squelch_VHF,,,VHF K.Salpa
squelch_220,,,220 K.Salpa
squelch_UHF,,,VHF K.Salpa
display_background_colour,,,näytön taustaväri
openGD77,,,Open G D 77
openGD77S,,,Open G D 77 S
openDM1801,,,Open D M 18 0 1
openRD5R,,,Open R D 5 R
gitCommit,,,Git-versio
voice_prompt_level_2,,,äänikehotustaso 2
voice_prompt_level_3,,,äänikehotustaso 3
dmr_filter,,,D M R suodatin
dmr_cc_filter,,,Värikoodi suodatin
dmr_ts_filter,,,Aikaväli suodatin
dtmf_contact_list,,,DTMF lista
channel_power,,,Kanavan teho
from_master,,,Mestarilta
set_quickkey,,,Aseta pikanäppäin
dual_watch,,,kaksoiskatselu
info,,,Tiedot
pwr,,,Teho
user_power,,,Käyttäjän tehotasol
temperature,,,Lämpötila
celcius,,,Celcius
seconds,,,Sekuntia
radio_info,,,Radiotiedot
temperature_calibration,,,Lämpötilan kalibrointi
pin_code,,,Syötä PIN-koodi
please_confirm,,,Ole hyvä ja vahvista
vfo_freq_bind_mode,,,Sidota lähetys- ja vastaanottotaajuudet
overwrite_qm,,,Korvaa ?
eco_level,,,Talouden taso
buttons,,,Painikkeita
leds,,,LEDs
scan_dwell_time,,,Skannauksen viipymäaika
battery_calibration,,,Akun kalibrointi
low,,,matala
high,,,korkea
dmr_id,,,DMR ID
scan_on_boot,,,skannaa käynnistettäessä
dtmf_entry,,,Aseta DTMF
name,,,nimi
openDM1801A,,,Open D M 18 0 1 A
