PromptName,PromptSpeechPrefix,PromptSpeechPostfix,PromptText
PROMPT_FILTER_MODE,,,filter mode
PROMPT_ZONE_MODE,,,zone mode
PROMPT_POWER_MODE,,,power mode
PROMPT_COLORCODE_MODE,,,color code mode
PROMPT_HERTZ,,,HERTZ
PROMPT_TBD2,,,
PROMPT_TBD3,,,
PROMPT_TBD4,,,
PROMPT_TBD5,,,
PROMPT_TBD6,,,
PROMPT_TBD7,,,
PROMPT_TBD8,,,
PROMPT_TBD9,,,
PROMPT_TBD10,,,
PROMPT_TBD11,,,
PROMPT_TBD12,,,
PROMPT_TBD13,,,
PROMPT_TBD14,,,
PROMPT_TBD15,,,
PROMPT_TBD16,,,
PROMPT_TBD17,,,
PROMPT_TBD18,,,
PROMPT_TBD19,,,
PROMPT_TBD20,,,
LANGUAGE_NAME,,,Turkish
menu,,,Menü
credits,,,Yap“mc“lar
zone,,,Bölge
rssi,,,RSSI
battery,,,Batarya
contacts,,,Ki–iler
last_heard,,,Son Duyulanlar
firmware_info,,,YAZILIM Bilgisi
options,,,Opsiyonlar
display_options,,,Ekran Opsiyon
sound_options,,,Sound options
channel_details,,,Kanal Detay
language,,,Dil
new_contact,,,Yeni Ki–i
contact_list,,,Ki–i listesi
contact_details,,,Eri–im Modu
hotspot_mode,,,Ki–i Detaylar“
built,,,Olu–turma
zones,,,Bölgeler
keypad,,,Klavye
ptt,,,PTT
locked,,,Kiltli
press_blue_plus_star,,,Bas Mavi + *
to_unlock,,,Açmak için
unlocked,,,Kilit Aç“k
power_off,,,HO•ÇAKALIN
error,,,HATA
rx_only,,,Sadece Rx
out_of_band,,,BAND D“–“
timeout,,,Timeout
tg_entry,,,TG Giri–
pc_entry,,,PC Giri–
user_dmr_id,,,Ki–isel DMR ID
contact,,,Kontakt
accept_call,,,Arama Kabul?
private_call,,,Özel Arama
squelch,,,Squelch
quick_menu,,,H“zl“ Menü
filter,,,Filtre
all_channels,,,Tüm Kanallar
gotoChannel,,,Kanala Git
scan,,,Tara
channelToVfo,,,Kanal --> V F O
vfoToChannel,,,V F O --> Kanal
vfoToNewChannel,,,V F O --> Yeni Kanal
group,,,Grup
private,,,Özel
all,,,Tüm
type,,,Tip
timeSlot,,,Zaman Dilimi
none,,,Yok
contact_saved,,,Ki–i Kay“tedildi
duplicate,,,Çift!
tg,,,TG
pc,,,PC
ts,,,TS
mode,,,Mod
colour_code,,,Renk Kodu
n_a,,,N/A
bandwidth,,,Band geni–
stepFreq,,,Ad“m
tot,,,TX Süre
off,,,Kapal“
zone_skip,,,Bölge Atla
all_skip,,,Tüm Atla
yes,,,Evet
no,,,Hay“r
rx_group,,,Rx Grp
on,,,Aç
timeout_beep,,,Zaman bip
factory_reset,,,Fabrika Ayarlar“
calibration,,,Kalibrasyon
band_limits,,,Band S“n“r“
beep_volume,,,Bip sesi
dmr_mic_gain,,,DMR mic
fm_mic_gain,,,FM mic
key_long,,,Tu– Uzun
key_repeat,,,Tu– rpt
dmr_filter_timeout,,,FiltreSüre
brightness,,,Parlakl“k
brightness_off,,,Az parlak
contrast,,,Kontrast
colour_invert,,,Ters
colour_normal,,,Normal
backlight_timeout,,,Zamana–“m“
scan_delay,,,Tarama H“z“
yes___in_uppercase,,,EVET
no___in_uppercase,,,HAYIR
DISMISS,,,REDDET
scan_mode,,,Tarama modu
hold,,,Dur
pause,,,Bekle
empty_list,,,Bo– Liste
delete_contact_qm,,,Ki–iyi silmek?
contact_deleted,,,Ki–i silindi
contact_used,,,Ki–i kullan“mda
in_rx_group,,,RX grubunda
select_tx,,,TX seçin
edit_contact,,,Ki–iyi Düzenle
delete_contact,,,Ki–iyi silmek
group_call,,,Grup Ça˜r“s“
all_call,,,Tüm aramalar
tone_scan,,,Ton tarama
low_battery,,,DÜ•ÜK BATARYA !
Auto,,,Otomatik
manual,,,Manüel
ptt_toggle,,,PTT Tu–u
private_call_handling,,,PC izin ver
stop,,,Stop
one_line,,,1 sat“r
two_lines,,,2 sat“r
new_channel,,,Yeni Kanal
priority_order,,,Öncelik
dmr_beep,,,DMR beep
start,,,Start
both,,,Both
vox_threshold,,,VOX Thres.
vox_tail,,,VOX Tail
audio_prompt,,,Prompt
silent,,,Silent
normal,,,Normal
beep,,,Beep
voice_prompt_level_1,,,Voice mode
transmitTalkerAlias,,,TA Tx
squelch_VHF,,,VHF Squelch
squelch_220,,,220 Squelch
squelch_UHF,,,UHF Squelch
display_background_colour,,,Renk
openGD77,,,Open G D 77
openGD77S,,,Open G D 77 S
openDM1801,,,Open D M 18 0 1
openRD5R,,,Open R D 5 R
gitCommit,,,Git revision
voice_prompt_level_2,,,Voice mode 2
voice_prompt_level_3,,,Voice mode 3
dmr_filter,,,DMR Filter
dmr_cc_filter,,,CC Filter
dmr_ts_filter,,,TS Filter
dtmf_contact_list,,,DTMF listesi
channel_power,,,Channel Power
channel_power_from_master,,,Channel Power From Master
set_quickkey,,,Set Quickkey
dual_watch,,,Dual Watch
info,,,Information
pwr,,,Power
user_power,,,User power level
temperature,,,Temperature
celcius,,,Celcius
seconds,,,Seconds
radio_info,,,Radio information
temperature_calibration,,,Temperature calibration
