PromptName,PromptSpeechPrefix,PromptSpeechPostfix,PromptText
hotspot_mode,,,Hotspot Modus
built,,,Erstellt
zones,,,Zonen
keypad,,,Tasten
ptt,,,P T T
locked,,,Gesperrt
press_blue_plus_star,,,Blaue Taste plus stern
to_unlock,,,zum entsperren
unlocked,,,Entsperrt
power_off,,,Schalte aus
error,,,FEHLER
rx_only,,,Nur Empfang
out_of_band,,,AUSSER BAND
timeout,,,Zeitüberschreitung
tg_entry,,,Eingabe TALKGROUP
pc_entry,,,Eingabe Privater Ruf
user_dmr_id,,,Benutzer D M R ID
contact,,,Kontakt
accept_call,,,Ruf annehmen?
private_call,,,Privater Ruf
squelch,,,Rauschsperre
quick_menu,,,Schnellfunktionen
filter,,,Filter
all_channels,,,Alle Kanäle
gotoChannel,,,Gehe zu
scan,,,Suchlauf
channelToVfo,,,Kanal zu V F O
vfoToChannel,,,V F O zu Kanal
vfoToNewChannel,,,V F O zu neuem Kanal
group,,,Gruppe
private,,,Privat
all,,,Alle
type,,,Typ
timeSlot,,,Zeitschlitz
none,,,Keine
contact_saved,,,Kontakt gespeichert
duplicate,,,Duplikat
tg,,,TALKGROUP
pc,,,Privater Ruf
ts,,,Zeitschlitz
mode,,,Modus
colour_code,,,Color Code
n_a,,,Nicht verfügbar
bandwidth,,,Bandbreite
stepFreq,,,Frequenz Schritt
tot,,,Sendezeit begrenzung
off,,,Aus
zone_skip,,,Überspringe Zone
all_skip,,,Überspringe Alle
yes,,,Ja
no,,,Nein
rx_group,,,Empfangs Gruppe
on,,,Ein
timeout_beep,,,Timeout Ton
UNUSED_1,,,
calibration,,,Kalibration
band_limits,,,Band Limit
beep_volume,,,Signalton Lautstärke
dmr_mic_gain,,,D M R Mikrofonverstärkung
fm_mic_gain,,,F M Mikrofonverstärkung
key_long,,,Tastendruck lang
key_repeat,,,Tastendruck wiederholung
dmr_filter_timeout,,,D M R Filter
brightness,,,Helligkeit
brightness_off,,,Minimum Helligkeit
contrast,,,Kontrast
colour_invert,,,Invers
colour_normal,,,Normal
backlight_timeout,,,Beleuchtung abschalten
scan_delay,,,Scan Verzögerung
yes___in_uppercase,,,JA
no___in_uppercase,,,NEIN
DISMISS,,,ABLEHNEN
scan_mode,,,Scan Modus
hold,,,Halt
pause,,,Pause
empty_list,,,Leere Liste
delete_contact_qm,,,Kontakt löschen?
contact_deleted,,,Kontakt gelöscht
contact_used,,,Kontakt benutzt
in_rx_group,,,in R X Gruppe
select_tx,,,Wähle T X
edit_contact,,,Kontakt ändern
delete_contact,,,Kontakt löschen
group_call,,,Gruppenruf
all_call,,,Ruf an alle
tone_scan,,,C T C S S Scan
low_battery,,,AKKU LEER!
Auto,,,Auto
manual,,,Manuell
ptt_toggle,,,bistabile P T T
private_call_handling,,,Anruf Hinweis
stop,,,Stop
one_line,,,Eine Zeile
two_lines,,,Zwei Zeilen
new_channel,,,Neuer Kanal
priority_order,,,ID-Priorität
dmr_beep,,,D M R Sendesignalton
start,,,Start
both,,,Beide
vox_threshold,,,VOX Empfindlichkeit
vox_tail,,,VOX Dauer
audio_prompt,,,Audio Ansage
silent,,,Still
normal,,,Normal
beep,,,Signaltöne
voice_prompt_level_1,,,Sprachansage
transmitTalkerAlias,,,sende Talker Alias
squelch_VHF,,,V H F Rauschsperre
squelch_220,,,220 MEGAHERTZ Rauschsperre
squelch_UHF,,,U H F Rauschsperre
display_background_colour,,,Anzeige
openGD77,,,Open G D 77
openGD77S,,,Open G D 77 S
openDM1801,,,Open D M 18 0 1
openRD5R,,,Open R D 5 R
gitCommit,,,Git übergabe
voice_prompt_level_2,,,Sprachansage Stufe 2
voice_prompt_level_3,,,Sprachansage Stufe 3
dmr_filter,,,D M R Filter
dmr_cc_filter,,,Colour code Filter
dmr_ts_filter,,,Timeslot Filter
dtmf_contact_list,,,FM DTMF Kontaktliste
channel_power,,,Kanal Sendeleistung
from_master,,,vom Master
set_quickkey,,,Schnelltaste belegen
dual_watch,,,Zweikanal Überwachung
info,,,Infoleiste
pwr,,,Sendeleistung
user_power,,,Benutzerdefinierte Sendeleistungsstufe
temperature,,,Temperatur
celcius,,,Grad Celcius
seconds,,,Sekunden
radio_info,,,Radio information
temperature_calibration,,,Temperatur kalibration
pin_code,,,Pin code eingeben
please_confirm,,,Bitte bestätigen
vfo_freq_bind_mode,,,Binde sende und empfangs Frequenz
overwrite_qm,,,Überschreiben?
eco_level,,,Stromsparmodus Stufe
buttons,,,Tasten
