PromptName,PromptSpeechPrefix,PromptSpeechPostfix,PromptText
contact_details,,,HotSpot
hotspot_mode,,,Detale kontaktu
built,,,Kompilacja
zones,,,Strefy
keypad,,,Klawiatura
ptt,,,PTT
locked,,,zablokowana
press_blue_plus_star,,,Niebieski + *
to_unlock,,,aby odblokowa‚
unlocked,,,Odblokowane
power_off,,,Wyˆ„czanie...
error,,,B‡ƒD
rx_only,,,Tylko odbiór
out_of_band,,,POZA PASMEM
timeout,,,CZAS MINƒ‡
tg_entry,,,Wpisz numer TG
pc_entry,,,Wpisz numer PC
user_dmr_id,,,ID u’ytkownika
contact,,,Kontakt
accept_call,,,Zaakceptowa‚?
private_call,,,Prywatne
squelch,,,Squelch
quick_menu,,,Szybkie opcje
filter,,,Filtr
all_channels,,,Wszystkie
gotoChannel,,,Idź do kanału
scan,,,Skanowanie
channelToVfo,,,Kanał do V F O
vfoToChannel,,,V F O do Kanał
vfoToNewChannel,,,V F O do Nowy Kanał
group,,,Grupa
private,,,Prywatny
all,,,Wszystko
type,,,Typ
timeSlot,,,TimeSlot
none,,,Brak
contact_saved,,,Zapisz kontakt
duplicate,,,Duplikat
tg,,,TG
pc,,,PC
ts,,,TS
mode,,,Tryb
colour_code,,,Kolor kodu
n_a,,,N/A
bandwidth,,,Pasmo
stepFreq,,,Krok
tot,,,TOT
off,,,Wyˆ.
zone_skip,,,Pomi‹ Zone
all_skip,,,Pomi‹ All
yes,,,Tak
no,,,Nie
rx_group,,,Rx Grup
on,,,Wˆ.
timeout_beep,,,Czas bipa
factory_reset,,,Reset
calibration,,,Kalibracja
band_limits,,,Limit pasma
beep_volume,,,Gˆos bipa
dmr_mic_gain,,,D M R mic
fm_mic_gain,,,F M mic
key_long,,,Key dˆugi
key_repeat,,,Key krótki
dmr_filter_timeout,,,Czas filtra
brightness,,,jasność
brightness_off,,,Mini jasność
contrast,,,Kontrast
colour_invert,,,nwersja
colour_normal,,,Normalny
backlight_timeout,,,Œwiecenie
scan_delay,,,Czas skan.
yes___in_uppercase,,,TAK
no___in_uppercase,,,NIE
DISMISS,,,ODWOŁAĆ
scan_mode,,,Tryb skan.
hold,,,Stój
pause,,,Pauza
empty_list,,,Lista pusta
delete_contact_qm,,,Usu‹ kontakt?
contact_deleted,,,Kontakt usuniety
contact_used,,,Kontakt istnieje
in_rx_group,,,W grupie RX
select_tx,,,Wybierz TX
edit_contact,,,Edytuj kontakt
delete_contact,,,Usu‹ kontakt
group_call,,,Grupy
all_call,,,‡„cze wszystkich
tone_scan,,,Skan tonu CTCSS
low_battery,,,S‡ABA BATERIA!!!
Auto,,,Automat
manual,,,Manualny
ptt_toggle,,,Staˆe PTT
private_call_handling,,,Zezwól PC
stop,,,Stop
one_line,,,1 linia
two_lines,,,2 linie
new_channel,,,Nowy kanaˆ
priority_order,,,Wybór
dmr_beep,,,Wybór bipa
start,,,Start
both,,,Oba
vox_threshold,,,VOX Thres.
vox_tail,,,VOX Tail
audio_prompt,,,Prompt
silent,,,Silent
normal,,,Normal
beep,,,Beep
voice_prompt_level_1,,,Voice
transmitTalkerAlias,,,TA Tx
squelch_VHF,,,VHF Squelch
squelch_220,,,220 Squelch
squelch_UHF,,,UHF Squelch
display_background_colour,,,Kolor
openGD77,,,Open G D 77
openGD77S,,,Open G D 77 S
openDM1801,,,Open D M 18 0 1
openRD5R,,,Open R D 5 R
gitCommit,,,Git revision
voice_prompt_level_2,,,Voice 2
voice_prompt_level_3,,,Voice 3
dmr_filter,,,D M R Filter
dmr_cc_filter,,,Colour code Filter
dmr_ts_filter,,,Timeslot Filter
dtmf_contact_list,,,Lista DTMF
channel_power,,,Channel Power
channel_power_from_master,,,Channel Power From Master
set_quickkey,,,Set Quickkey
dual_watch,,,Dual Watch
info,,,Information
pwr,,,Power
user_power,,,User power level
temperature,,,Temperature
celcius,,,Celcius
seconds,,,Seconds
radio_info,,,Radio information
temperature_calibration,,,Temperature calibration
pin_code,,,Enter Pin code
please_confirm,,,Please confirm
scanning,,,
overwrite_qm,,,Overwrite ?
